celeb_id,name,source_file,n_blocks,full_chars,selected_chars,selected_rank,selected_text
31,莫言,1_data/ChineseStimuli/CelebrityText/莫言.txt,99,10019,578,2,1966年，他辍学回乡放牧牛羊。 1973年8月，作为农民合同工到高密县第五棉油厂工作。1976年2月，参军，曾任战士、班长、教员、干事等职。1978年，开始进行文学创作。1981年，发表处女作短篇小说《春夜雨霏霏》，展露文学天赋。1984年9月，考入原解放军艺术学院文学系。1985年，发表成名作中篇小说《透明的红萝卜》。 1986年，发表中篇小说《红高粱》，在文坛引起轰动。1987年，《红高粱》被张艺谋改编为同名电影，莫言担任编剧。1988年，《红高粱》获得西柏林国际电影节金熊奖；同年发表长篇小说《天堂蒜薹之歌》。1993年，出版长篇小说《酒国》。 1996年，出版长篇小说《丰乳肥臀》。1999年，出版长篇小说《红树林》。2001年，出版长篇小说《檀香刑》。2003年，出版长篇小说《四十一炮》。2006年，出版长篇小说《生死疲劳》。2009年，出版长篇小说《蛙》。2012年10月，成为首位中国籍诺贝尔文学奖获得者。2016年，当选中国作协第九届全委会副主席。2019年11月，与王振共同创刊《两块砖墨讯》。2020年7月31日，出版中短篇小说集《晚熟的人》。2021年4月14日，被香港大学授予荣誉文学博士。 2024年3月11日，莫言与诺贝尔文学奖得主阿卜杜勒拉扎克·古尔纳以文学的故乡与他乡为主题展开对话。 同年12月，获第19届·2024爱心奖。
32,董卿,1_data/ChineseStimuli/CelebrityText/董卿.txt,49,5678,239,3,1994年，到浙江电视台工作，开启其主持生涯。1996年，进入上海东方电视台。1998年，因主持婚恋交友节目《相约星期六》受到观众关注，开始小有名气。2000年，主持上海——悉尼双向传送音乐会，凭借该晚会夺得第五届全国广播电视节目主持人“金话筒”奖。2002年，进入中央电视台西部频道，并开始主持综艺娱乐节目《魅力12》。2004年，因主持第十一届青歌赛使其事业脚步稳步前进；随后，调入央视综艺频道，并开始主持户外歌会节目《欢乐中国行》；亦凭借其大方亲和的主持风格获得观众喜爱。
33,董明珠,1_data/ChineseStimuli/CelebrityText/董明珠.txt,135,12613,136,2,董明珠，女，1954年8月出生于江苏省南京市，企业家，先后毕业于安徽芜湖干部教育学院、中南财经政法大学EMBA2008级、中国社会科学院经济学系研究生班、中欧国际工商学院EMBA。珠海格力电器股份有限公司董事长。第十届、第十一届、第十二届、第十三届和第十四届全国人大代表。
34,贾玲,1_data/ChineseStimuli/CelebrityText/贾玲.txt,51,5499,295,3,2003年，获得“首届北京相声小品邀请赛”专业组一等奖。2006年，参加中央电视台举办的相声大赛，并获得专业组二等奖。2010年，首次登上中央电视台春节联欢晚会的舞台。2012年，在由其策划的话剧《爱还爱还有》中一人分饰五角。2014年，主演都市轻喜剧《你是我的眼》。2015年，参加中央电视台春节联欢晚会，表演小品《喜乐街》；同年，发行个人首支音乐单曲《感觉自己萌萌哒》。2016年，获得网易时尚跨界盛典“年度最佳喜剧人奖”；同年，主演古装网络喜剧《欢喜密探》。2018年，担任室内竞技综艺节目《王牌对王牌第三季》的固定嘉宾；同年，登上中央电视台春节联欢晚会的舞台，表演小品《真假老师》。
35,赵丽颖,1_data/ChineseStimuli/CelebrityText/赵丽颖.txt,71,10474,233,3,2006年在《雅虎搜星》活动中她获得冯小刚组冠军，后签约华谊兄弟传媒。接着参演冯小刚执导的广告，进入演艺圈 。2011年在《新还珠格格》中出演晴儿崭露头角 。2013年凭借《陆贞传奇》中陆贞角色获得更多关注 。2014年当选第10届中国金鹰电视艺术节的“金鹰女神” ；12月，通过《杉杉来了》中薛杉杉一角 赢得国剧盛典内地最具人气女演员奖 。2015年主演的《花千骨》 创下收视纪录 ，为她赢得澳门国际电视节最佳女主角奖、中国电视金鹰奖观众喜爱的女演员奖等多项提名与得奖 [6-8]。
36,迪丽热巴,1_data/ChineseStimuli/CelebrityText/迪丽热巴.txt,52,7543,191,3,2013年，迪丽热巴因主演个人首部电视剧《阿娜尔罕》而出道。2014年，主演奇幻剧《逆光之恋》。2015年，凭借爱情剧《克拉恋人》赢得高人气，并获得国剧盛典最受欢迎新人女演员奖。2016年，主演现代剧《麻辣变形计》；同年，主演都市爱情励志喜剧《漂亮的李慧珍》，还凭借喜剧片《傲娇与偏见》获得中英电影节最佳新人奖。2017年，凭借玄幻剧《三生三世十里桃花》获得白玉兰奖最佳女配角提名。
37,邓超,1_data/ChineseStimuli/CelebrityText/邓超.txt,46,8243,292,3,2000年，邓超因出演个人首部电视剧《黄沙下面是沃土》而正式进入演艺圈。2003年，凭借在清宫剧《少年天子》中饰演的顺治皇帝而获得广泛关注。2005年，主演个人首部军旅剧《幸福像花儿一样》。2006年，开始将演艺事业的重心转向大银幕。2007年，主演个人首部电影《集结号》，凭借该片获得第29届大众电影百花奖最佳男配角奖。2008年，其主演的爱情悬疑片《李米的猜想》上映。2010年，在武侠片《狄仁杰之通天帝国》中饰演裴东来并突破银幕形象，凭借该片提名第30届香港电影金像奖最佳男配角奖。2013年，主演的剧情片《中国合伙人》以5.37亿的中国内地票房成为该年度上半年华语片票房季军。
38,那英,1_data/ChineseStimuli/CelebrityText/那英.txt,62,11293,355,3,1988年，因参加“阳光杯”通俗歌曲比赛获得金奖而被谷建芬发掘 。1990年，凭借歌曲《山不转水转》获得全国青年歌手新人奖 。1994年，发行首张个人音乐专辑《为你朝思暮想》 。1998年，她的音乐专辑《征服》在全球取得200万张销量，创下该年度普通话专辑的最高销量纪录 。1999年，获得第1届CCTV-MTV音乐盛典最佳女歌手奖 ；同年，发行第4张个人音乐专辑《干脆》 。2001年，凭借专辑《心酸的浪漫》和同名歌曲《心酸的浪漫》分别获得第12届台湾金曲奖最佳国语女歌手奖、最佳作词人奖 ；同年，发行第6张个人音乐专辑《我不是天使》 。2002年，获得第1届MTV亚洲大奖中国内地最受欢迎歌手奖 ；同年，发行第7张个人音乐专辑《如今》 。2004年，主演个人首部电视剧《好想好想谈恋爱》 。2006年，因结婚生子而逐渐隐退乐坛。
39,郎朗,1_data/ChineseStimuli/CelebrityText/郎朗.txt,81,12672,575,3,1997年与IMG经纪公司签约，开启职业演出生涯。2001在人民大会堂进行100周年百年庆典巡演，2002年获得伯恩斯坦艺术成就大奖。2003年，推出个人钢琴演奏专辑《柴可夫斯基/门德尔松协奏曲名录》。2005年，在白宫举行个人专场独奏会。2006年，推出个人钢琴演奏专辑《黄河之子》。2008年，获颁美国录音师协会“艺术荣誉奖”。2010年，获得国际门德尔松大奖，成为首位获奖中国人。进入21世纪第二个十年，他不仅获得“全英古典音乐奖”年度国际艺术家奖，还被授予“联合国和平使者”称号。2015年，凭借专辑《莫扎特》获得“德国古典回声大奖颁奖典礼”年度器乐演奏家大奖（钢琴类）。2017年，获得“商业星力量巅峰人物年度盛典”年度实力音乐人奖。2019年，获得“法国胜利大奖”，成为首位中国获奖者。同年，发布钢琴专辑《钢琴书》。2021年，获得微博年度古典音乐人奖项。2022年，在法国巴黎举行《郎朗的迪士尼》发布会。2023年，他积极参与社会活动，担任山东艺术学院名誉教授，并在多个重要场合献艺，如杭州第19届亚运会歌曲MV发布；还发布新专辑《水族馆》。2024年，郎朗新专辑《郎朗：圣-桑》全球发行，该专辑发行首周即登顶美国公告牌（Billboard）传统古典专辑榜冠军位置，同时，获得英国官方排行榜古典艺术家专辑榜冠军和德国古典音乐专辑榜冠军。
40,郭晶晶,1_data/ChineseStimuli/CelebrityText/郭晶晶.txt,68,7477,496,2,郭晶晶7岁时开始练习跳水。1992年，入选河北省跳水队，成为专业运动员。1993年，入选中国国家跳水队。1996年亚特兰大奥运会，年仅15岁的郭晶晶第一次登上奥运会舞台。2000年悉尼奥运会，夺得女子单人三米板和女子双人三米板2枚银牌。2001年7月，在日本福冈举行的第九届世界游泳锦标赛上，夺得女子单人三米板冠军，职业生涯首次登上世界冠军领奖台。2004年雅典奥运会，包揽女子三米板单人和女子三米板双人两枚金牌，成为新一代“跳水女皇”。2008年北京奥运会，成功卫冕女子单人三米板和女子双人三米板两枚金牌，至此以4枚金牌成为中国获得奥运会金牌第二多的选手，并成为自1912年夏季奥运会设立女子跳水项目以来第一位在该项目上获得6枚奖牌的女子运动员。2009年7月21日，在罗马游泳世锦赛上，夺得女子单人三米板和女子双人三米板冠军，连续第五次在世锦赛上包揽了3米板单人、双人金牌，成为世锦赛双料五连冠第一人。2011年1月22日，郭晶晶正式宣布退役。2016年，入选国际游泳名人堂。2024年7月，以跳水裁判的身份参加2024年巴黎奥运会。2025年4月18日，受聘为“北京景山学校体育校长”。
41,金星,1_data/ChineseStimuli/CelebrityText/金星.txt,65,10210,267,2,1985年，获得第1届桃李杯舞蹈比赛少年男子组金奖，被记二等功。1988年，获得亚洲文化协会提供的全额奖学金，赴纽约学习现代舞。1991年，凭借舞蹈《半梦》获得美国舞蹈节最佳编舞。1993年，回国发展，并受聘于中华人民共和国文化部。1995年，与北京市文化局联合创建北京现代舞团，担任舞团首任艺术总监。1998年，由其编舞的《红与黑》获得第8届文华奖舞蹈类新节目奖。1999年，创建中国第1家民营现代舞蹈团体：金星舞蹈团。2002年，被联合国聘为东方文化艺术上海中心的艺术顾问。2004年，以现代舞剧《海上探戈》为主舞在欧洲进行巡演。
42,钟南山,1_data/ChineseStimuli/CelebrityText/钟南山.txt,85,11907,159,2,钟南山，1936年10月20日出生于江苏南京，祖籍福建厦门，中共党员，呼吸病学专家 ，广州医科大学附属第一医院 国家呼吸系统疾病临床医学研究中心主任，广州医科大学教授，中国工程院院士 ，中国医学科学院学术咨询委员会学部委员 ，中国抗击非典型肺炎、新冠肺炎疫情的领军人物，第十一、十二届全国人大代表，第八、九、十届全国政协委员 。
43,陈奕迅,1_data/ChineseStimuli/CelebrityText/陈奕迅.txt,58,9635,295,3,1995年，因获得第14届新秀歌唱大赛冠军而正式出道 。1996年，发行个人首张音乐专辑《陈奕迅》 。1997年，主演个人首部电影《旺角大家姐之冤魂不散》。1998年，凭借音乐专辑《我的快乐时代》获得广泛关注 。2001年，在音乐专辑《反正是我》中尝试流行摇滚风格 。2003年，发行个人首张概念音乐专辑《黑白灰》 ；同年，凭借音乐专辑《Special Thanks to》获得第14届台湾金曲奖最佳国语男歌手奖、最佳流行音乐演唱专辑奖 。2005年，发行粤语专辑《U87》 ，该专辑被美国《时代》杂志评为“亚洲最值得购买的五大唱片”之一 。2006年起，连续两年在十大劲歌金曲颁奖典礼上获得最受欢迎男歌星奖 。
44,雷军,1_data/ChineseStimuli/CelebrityText/雷军.txt,157,13887,99,1,雷军，1969年12月16日出生于湖北省仙桃市剅河镇赵湾村四组，小米科技有限责任公司创始人、董事长、首席执行官（CEO），中华人民共和国第十二、十三、十四届全国人民代表大会代表，中国民间商会副会长。
45,韩红,1_data/ChineseStimuli/CelebrityText/韩红.txt,63,5586,439,3,1995年，韩红凭借其深情演绎的歌曲《喜马拉雅》成功摘得中央电视台音乐电视大赛铜奖第一名。三年后，她正式发行个人首张音乐专辑《雪域光芒》。2003年，韩红获得第5届CCTV-MTV音乐盛典“内地年度最佳女歌手奖”；随后，成功举办举行个人首场演唱会。2005年的春节联欢晚会上，韩红演唱歌曲《天路》，并获得“2005我最喜爱的春节晚会节目”歌舞类三等奖；随后，她发行音乐专辑《感动》。2009年，韩红获得第13届中国青年五四奖章。2015年，韩红再度发行音乐专辑《我爱故我在》。2017年，她的个人首部原创音乐剧《阿尔兹记忆的爱情》首演，获得了业内外的好评；同年，受邀参加美国戏剧界的“托尼奖”，这是中国音乐人首次获取“托尼奖”。2022年，韩红推出个人首张器乐演奏专辑《晨雾》。次年，她为电影《满江红》创作全片配乐，并因出色的音乐创作能力获金鸡奖提名。2024年，在中央广播电视总台春节联欢晚会上演唱歌曲《无我》。同年，由韩红作曲，陈萨演奏，共同发行钢琴套曲专辑《沉默的光影》。
46,马云,1_data/ChineseStimuli/CelebrityText/马云.txt,182,18589,103,1,马云，1964年9月10日出生于浙江杭州 ，祖籍浙江省嵊县（现嵊州市）谷来镇 ，汉族，中共党员 ，阿里巴巴主要创始人之一 ，阿里巴巴原首席执行官（CEO） 、董事局原主席 ，中国人民政治协商会议第十届浙江省委员会委员 。
47,马龙,1_data/ChineseStimuli/CelebrityText/马龙.txt,118,12522,131,1,马龙，男，1988年10月20日出生于辽宁省鞍山市，国际级运动健将 ，中国乒乓球运动员，中国男子乒乓球队运动员兼队长 ，2017年本科毕业于上海交通大学 ，是首位集奥运会、世锦赛、世界杯、亚运会、亚锦赛、亚洲杯、巡回赛总决赛、全运会单打冠军于一身的超级全满贯男子选手 。
48,魏大勋,1_data/ChineseStimuli/CelebrityText/魏大勋.txt,48,6685,319,3,2008年，出演个人首部电视剧《苏菲日记》，从而正式进入演艺圈 。2010年，在革命历史剧《毛岸英》中饰演毛岸青，从而受到关注。2014年5月23日，魏大勋正式签约JYP Entertainment成为旗下签约艺人 ；同年，主演家庭情感剧《因为爱情有幸福》 。2015年，获得“亚洲影响力·东方盛典”最具潜力新人奖 。2016年，在民国穿越剧《相爱穿梭千年2：月光下的交换》中分别饰演男主角孙祺龙、张志刚 。2017年，合约到期成立个人工作室，同年获得网易时尚年度跨界盛典最具潜力男演员奖 。2018年，领衔主演都市悬疑推理剧《青春警事》 。2019年，相继主演电影《小小的愿望》《大约在冬季》《亲爱的新年好》。2020年，特别出演职场剧《平凡的荣耀》 。
49,鹿晗,1_data/ChineseStimuli/CelebrityText/鹿晗.txt,77,9697,546,3,2008年，赴韩国留学期间在明洞逛街时，被韩国SM娱乐有限公司的星探发掘成为旗下练习生 。2012年4月，作为韩国男子组合EXO/EXO-M成员正式出道，担任主唱、领舞、门面担当 。2014年，申请与SM公司进行“专属合同效力不存在确认” 。2016年，与SM公司达成和解 。2015年，主演的电影《重返20岁》《我是证人》上映，凭借在电影《重返20岁》中的表现获得第22届北京大学生电影节最受欢迎男演员奖 ；同年，发行个人首张音乐专辑《Reloaded》，获得国际唱片业协会（IFPI）“白金唱片”销量认证 。2016年，主演的电影《盗墓笔记》《长城》上映 ；同年，登上“中国90后10大影响力人物”榜首并以2.7亿财富居“中国90后富豪榜”第五位 。2017年，参加中央电视台春节联欢晚会演唱歌曲《爱你一万年》 ；同年，主演的古装玄幻剧《择天记》播出 。2018年，主演的青春励志剧《甜蜜暴击》播出 。2019年，主演的科幻战争电影《上海堡垒》上映。2020年，担任综艺节目《创造营2020》的教练 ；9月2日，主演的科幻悬疑剧《在劫难逃》播出 ；11月，参加综艺节目《哈哈哈哈哈》 。2021年，获得新浪微博之夜微博年度风云音乐人 。2024年1月，发布歌曲《1.1》 ；同年，参加的励志旅行真人秀《5哈第四季》播出 。
50,黄晓明,1_data/ChineseStimuli/CelebrityText/黄晓明.txt,104,16793,308,3,1998年，黄晓明主演首部都市剧《爱情不是游戏》而进入演艺圈。2001年，凭借古装历史剧《大汉天子》获得更多关注。2004年，凭借古装剧《大汉天子2》刘彻一角获第4届中国电视艺术双十佳演员奖。2005年，开始入选“福布斯中国名人榜”。2006年，主演武侠剧《神雕侠侣》；同年，主演古装片《夜宴》。2007年，凭借民国剧《新上海滩》获第13届上海电视节白玉兰奖最佳男演员提名。同年；发行个人首张专辑《It's Ming》。2008年，将重心开始转向电影。凭借在《风声》《赵氏孤儿》等影片中突出表现赢得瞩目。2009年，凭借歌曲《好人卡》获第9届北京流行音乐典礼年度金曲奖。2012年，担任第11届中国长春电影节形象大使。
