label,moderator,level,k_re,n,secs,converged,singular,logLik,AIC,semXfam,semXfam_se,semXfam_z,semXfam_p,semXfam_raw,visXfam,visXfam_se,visXfam_z,visXfam_p,visXfam_raw,fam_sd,lrt_chisq,lrt_df,lrt_p,mod
fam_cn_charismatic,fam,L5,8,378918,131.016215801239,True,False,-637050.926787647,1274133.85357529,0.0144735829531506,0.0028846258640714,5.01749052916072,5.235078141398e-07,0.0093984345919182,-0.0117766231734589,0.0026614043507359,-4.42496577801211,9.64575729313837e-06,-0.0076471612431895,1.53999932771746,5925.14083666401,4.0,0.0,fam
fam_cn_charismatic,fam,L6,3,378918,65.7204012870789,True,False,-640248.977162333,1280519.95432467,0.0033631915359266,0.0024282312173287,1.38503759935451,0.166040970699934,0.0021838915611161,-0.014393189741495,0.0023129432280831,-6.22288933283646,4.88081669461654e-10,-0.009346231184937,1.53999932771746,6396.10074937157,5.0,0.0,fam
fam_cn_competent,fam,L0,63,374705,1230.19414663315,True,False,-574391.749281738,1148925.49856348,0.044146447854142,0.0094468481719035,4.67314040099013,2.96628840210546e-06,0.0287195406688729,-0.0061455420232143,0.0068249093808171,-0.900457673546214,0.36787674049731,-0.003997991970976,1.53715716985646,,,,fam
fam_cn_competent,fam,L1,41,374705,769.803856134415,True,False,-574550.229974114,1149198.45994823,0.050103905502644,0.0069405221696145,7.21903976072541,5.23559470616038e-13,0.0325951740558337,-0.0003104250246151,0.0050238708834389,-0.0617900085048875,0.950730060342356,-0.0002019474850734,1.53715716985646,316.961384752998,22.0,4.37343401420235e-54,fam
fam_cn_competent,fam,L2,33,374705,518.542331933975,True,False,-576384.079916887,1152850.15983377,-0.0239865968262743,0.0067162337704685,-3.57143566558748,0.000355029762404,-0.0156045180653285,0.0222334416138857,0.0048720493675949,4.56346804729959,5.03154706298439e-06,0.0144640002010737,1.53715716985646,3667.6998855453,8.0,0.0,fam
fam_cn_competent,fam,L3,23,374705,303.543323278427,True,False,-578137.551100411,1156337.10220082,-0.0383724070585586,0.0069463619086854,-5.52410133001839,3.31176299745543e-08,-0.0249632294023271,0.0264851334476912,0.0047759930471343,5.54547152525333,2.93163044674817e-08,0.0172299449705357,1.53715716985646,3506.94236704684,10.0,0.0,fam
fam_cn_competent,fam,L4,12,374705,169.749441862106,True,False,-578962.806190166,1157965.61238033,-0.0432601131037922,0.0025519027271244,-16.952101129865,1.85697056202504e-64,-0.028142934211361,0.0254235721492226,0.0023173871060204,10.9707920973469,5.28077317387776e-28,0.0165393446082008,1.53715716985646,1650.51017951034,11.0,0.0,fam
fam_cn_competent,fam,L5,8,374705,118.917349100113,True,False,-583015.78130833,1166063.56261666,-0.0403589782036639,0.0025624644334866,-15.75006375747,6.861210549666949e-56,-0.0262555963665269,0.0250916561365031,0.0023398274549312,10.7237207100983,7.87694909238797e-27,0.0163234161272176,1.53715716985646,8105.95023632795,4.0,0.0,fam
fam_cn_competent,fam,L6,3,374705,63.9487307071686,True,False,-585372.84457351,1170767.68914702,-0.0473368323858371,0.0021494079401998,-22.0231960162182,1.7264800904042898e-107,-0.0307950503137278,0.0209575164652765,0.0020478097910218,10.2341128346781,1.3946754087482002e-24,0.0136339451008992,1.53715716985646,4714.12653035973,5.0,0.0,fam
fam_cn_critical,fam,L0,63,379789,1319.67847752571,False,,,,,,,,,,,,,,1.53699262333204,,,,fam
fam_cn_critical,fam,L1,41,379789,1421.19225215912,False,,,,,,,,,,,,,,1.53699262333204,,,,fam
fam_cn_critical,fam,L2,33,379789,609.53409576416,True,False,-658437.590142592,1316957.18028518,0.009594987068302,0.005867291149776,1.63533508451652,0.101978822578607,0.0062427020941071,-0.0046088892227108,0.0043087595718573,-1.06965569692349,0.284774314915774,-0.0029986410817764,1.53699262333204,,,,fam
fam_cn_critical,fam,L3,23,379789,463.577493906021,False,,,,,,,,,,,,,,1.53699262333204,,,,fam
