dataset,split,outcome,n_targets,n_pairs,total_r2,unique_sem,unique_vis,unique_sem_p_perm,unique_vis_p_perm,unique_sem_p_maxt,unique_vis_p_maxt,unique_sem_ci_lower,unique_sem_ci_upper,unique_vis_ci_lower,unique_vis_ci_upper,diff_sem_minus_vis,diff_ci_lower,diff_ci_upper,diff_p_boot,n_perm,n_boot
us,all,traitspace,50,1225,0.2127495813640686,0.0872829681477181,0.0867470567444964,0.0001999600079984,0.0001999600079984,,,0.0265222131033182,0.1870200884260537,0.0254118804981994,0.1853159492373368,0.0005359114032216,-0.1419691673836486,0.1440854339685583,0.934,5000,5000
us,all,warm,50,1225,0.0125709876156052,0.0057406505043467,0.0045530449285083,0.2021595680863827,0.0847830433913217,0.8738252349530093,0.5296940611877624,1.6537799780532214e-05,0.0549423053487649,1.018899371639752e-05,0.0379512293691857,0.0011876055758384,-0.0339892846698884,0.0520379967774671,0.8996,5000,5000
us,all,critical,50,1225,0.009791391632116,0.0091466443087728,0.0017955227831455,0.1569686062787442,0.3161367726454709,0.6780643871225754,0.9172165566886624,2.5063846046155064e-05,0.0563360936216954,5.525842997730811e-06,0.022909654043434,0.0073511215256273,-0.0145676491514198,0.0504405226793753,0.5232,5000,5000
us,all,competent,50,1225,0.0194334460480396,0.0187631768229468,2.782837997157561e-07,0.0761847630473905,0.992001599680064,0.26374725054989,1.0,6.108870307946952e-05,0.0911921336250519,2.5397362674957696e-06,0.015513965844716,0.0187628985391471,-0.007933807455782,0.0880669343636853,0.2992,5000,5000
us,all,practical,50,1225,0.0160630848986296,0.0067481924004096,0.006392209524871,0.2449510097980403,0.0553889222155568,0.8248350329934013,0.3251349730053989,1.606355339041606e-05,0.0500538893038427,1.98587561709596e-05,0.039291690461088,0.0003559828755385,-0.0346194734249773,0.0436868598879139,0.934,5000,5000
us,all,feminine,50,1225,0.172920428548107,0.0923415902288689,0.0500948060720028,0.0001999600079984,0.0001999600079984,0.0001999600079984,0.0001999600079984,0.0308751680204215,0.1894307506218925,0.008361006039477,0.1207319979787182,0.042246784156866,-0.0729896021634209,0.1678054961232369,0.4364,5000,5000
us,all,strong,50,1225,0.0664702657647665,0.0270230817441112,0.0273499782483702,0.0193961207758448,0.0003999200159968,0.1061787642471505,0.0005998800239952,0.0003129249913889,0.1020418293028691,0.0022208139517378,0.0825559124288896,-0.000326896504259,-0.0698192981227935,0.0877374349612738,0.9952,5000,5000
us,all,youthful,50,1225,0.0372241829491002,0.0010973564409875,0.032713003038024,0.6292741451709658,0.0001999600079984,0.9996000799840032,0.0003999200159968,5.251153521008968e-06,0.0278498479391715,0.0036224342385716,0.0930502274722942,-0.0316156465970365,-0.0890214374772946,0.0093533827306831,0.1308,5000,5000
us,all,charismatic,50,1225,0.0049497296812357,0.001896439235444,0.0021537163322401,0.5484903019396121,0.2963407318536292,0.9932013597280543,0.8728254349130175,9.764090928888498e-06,0.0443183196268155,3.959790389361174e-06,0.0280687874472029,-0.000257277096796,-0.0239494513507617,0.0412943316777115,0.852,5000,5000
