"label","level","term","n_identities","r","ci_lo","ci_hi","p","sd_pos1","sd_pos2","secs"
"fam_cn_traitspace","L0","(Intercept)",48,0.681461477644283,0.492733147357811,0.808959830921532,9.73618829362625e-08,0.473478547981164,0.343918653150407,858.948822259903
"fam_cn_traitspace","L0","sem_dissim_z",48,0.536615638835257,0.297902463797037,0.712165642058614,8.4347441392055e-05,0.294292128460856,0.407261765777068,858.948822259903
"fam_cn_traitspace","L0","vis_dissim_z",48,0.25393281837001,-0.0325504298524118,0.501857904246112,0.0815790067790856,0.238943629479408,0.31894503620081,858.948822259903
"fam_cn_traitspace","L0","FAM",48,0.713149034374292,0.538036976224403,0.829252066495305,1.28838859627099e-08,0.135957126753382,0.13840174076209,858.948822259903
"fam_cn_traitspace","L0","SXF",48,0.233555616826375,-0.0541741455424299,0.485473672881192,0.110120633642315,0.0740084874365863,0.0615703743271604,858.948822259903
"fam_cn_traitspace","L0","VXF",48,0.249257742933074,-0.0375353099206749,0.498114584611133,0.0875492385947256,0.0536925809166669,0.0622164939507082,858.948822259903
