dataset,split,n_celebrities,n_traits,sem_model,vis_model,sem_dissim_z_beta,sem_dissim_z_se,sem_dissim_z_t,sem_dissim_z_p,sem_dissim_z_ci_lower,sem_dissim_z_ci_upper,vis_dissim_z_beta,vis_dissim_z_se,vis_dissim_z_t,vis_dissim_z_p,vis_dissim_z_ci_lower,vis_dissim_z_ci_upper,fam_dissim_z_beta,fam_dissim_z_se,fam_dissim_z_t,fam_dissim_z_p,fam_dissim_z_ci_lower,fam_dissim_z_ci_upper,fam_mean_z_beta,fam_mean_z_se,fam_mean_z_t,fam_mean_z_p,fam_mean_z_ci_lower,fam_mean_z_ci_upper,sem_dissim_z_X_fam_mean_z_beta,sem_dissim_z_X_fam_mean_z_se,sem_dissim_z_X_fam_mean_z_t,sem_dissim_z_X_fam_mean_z_p,sem_dissim_z_X_fam_mean_z_ci_lower,sem_dissim_z_X_fam_mean_z_ci_upper,vis_dissim_z_X_fam_mean_z_beta,vis_dissim_z_X_fam_mean_z_se,vis_dissim_z_X_fam_mean_z_t,vis_dissim_z_X_fam_mean_z_p,vis_dissim_z_X_fam_mean_z_ci_lower,vis_dissim_z_X_fam_mean_z_ci_upper,AIC,BIC,AIC_null,BIC_null,lr_stat,lr_df,lr_p,n_obs,converged
us,all,50,8,GPT_wiki_cosine,VGGFace2_cosine,0.7000570435516126,0.0041734203168316,167.74180178503366,0.0,0.6918772900382747,0.7082367970649505,0.2206289588337891,0.0031246760112808,70.60858727025357,0.0,0.2145047063883224,0.2267532112792558,0.0814370776375473,0.0032975086908595,24.696546778871312,1.4093519362091296e-134,0.0749740793647548,0.0879000759103398,0.0018284569581544,0.0038695038843252,0.4725300743491247,0.6365486911494715,-0.0057556312931609,0.0094125452094698,-0.0096769946961167,0.0028302916866652,-3.4190803519331543,0.0006283828779723,-0.0152242644677237,-0.0041297249245098,-0.0187995923453829,0.0027706387741502,-6.785291724342158,1.1598311731732611e-11,-0.0242299445568875,-0.0133692401338783,2025594.224751396,2025716.342702944,2143229.881992465,2143285.5768460105,117647.657241069,6,0.0,508373,True
