dataset,trait,split,n_celebrities,sem_model,vis_model,rsa_sem_r,rsa_vis_r,partial_sem_r,partial_vis_r,unique_sem,unique_vis,shared,total_r2,rsa_sem_p_maxt,rsa_vis_p_maxt,partial_sem_p_maxt,partial_vis_p_maxt,n_perm_maxt
us,warm,all,50,GPT_wiki_cosine,VGGFace2_cosine,0.0826522193955958,0.0551024882470238,0.0741513048938988,0.0433378767493946,0.0057406505043468,0.0045530449285081,0.0022772921827501,0.0125709876156051,0.6973026973026973,0.6723276723276723,0.7862137862137862,0.8631368631368631,1000
us,critical,all,50,GPT_wiki_cosine,VGGFace2_cosine,-0.0772849041737412,0.0009543523787236,-0.0785293954449642,0.021406481026342,0.0091466443087727,0.0017955227831454,-0.0011507754598022,0.0097913916321159,0.7572427572427572,1.0,0.7452547452547452,0.999000999000999,1000
us,competent,all,50,GPT_wiki_cosine,VGGFace2_cosine,0.1080215252626687,0.0163576883162977,0.1072623241792638,0.0005242292675634,0.0187631768229469,2.782837994486087e-07,0.0006699909412929,0.0194334460480393,0.3956043956043956,1.0,0.4085914085914086,1.0,1000
us,practical,all,50,GPT_wiki_cosine,VGGFace2_cosine,0.0835276296489231,0.0936685736181398,0.0689500661602324,0.0796308670287038,0.0067481924004099,0.006392209524871,0.0029226829733486,0.0160630848986296,0.6893106893106893,0.1188811188811188,0.8391608391608392,0.2557442557442557,1000
us,feminine,all,50,GPT_wiki_cosine,VGGFace2_cosine,0.3407530581563783,0.2434295092317996,0.3151579391952539,0.2112324603577156,0.0923415902288689,0.0500948060720027,0.0304840322472353,0.172920428548107,0.0009990009990009,0.0009990009990009,0.0009990009990009,0.0009990009990009,1000
us,strong,all,50,GPT_wiki_cosine,VGGFace2_cosine,0.1768789081701196,0.1861824928767306,0.1419612608501802,0.1540962225020513,0.0270230817441111,0.0273499782483699,0.0120972057722852,0.0664702657647663,0.0279720279720279,0.0019980019980019,0.1308691308691308,0.0029970029970029,1000
us,youthful,all,50,GPT_wiki_cosine,VGGFace2_cosine,0.0646691516804428,0.1643998448573437,0.0336098028118261,0.1580901398079623,0.001097356440988,0.0327130030380243,0.0034138234700881,0.0372241829491005,0.8781218781218781,0.0029970029970029,0.999000999000999,0.0029970029970029,1000
us,charismatic,all,50,GPT_wiki_cosine,VGGFace2_cosine,0.049404890911348,0.0606838724419094,0.0417049168770281,0.051103129669486,0.0018964392354442,0.0021537163322401,0.0008995741135515,0.0049497296812359,0.9690309690309692,0.5584415584415584,0.995004995004995,0.7472527472527473,1000
