dataset,split,n_celebrities,n_traits,sem_model,vis_model,sem_dissim_z_beta,sem_dissim_z_se,sem_dissim_z_t,sem_dissim_z_p,sem_dissim_z_ci_lower,sem_dissim_z_ci_upper,vis_dissim_z_beta,vis_dissim_z_se,vis_dissim_z_t,vis_dissim_z_p,vis_dissim_z_ci_lower,vis_dissim_z_ci_upper,AIC,BIC,AIC_null,BIC_null,lr_stat,lr_df,lr_p,n_obs,converged
us,all,50,8,GPT_wiki_cosine,VGGFace2_cosine,0.7052247915201109,0.0040972829562184,172.12010960819558,0.0,0.6971942644914529,0.7132553185487688,0.2202950723400528,0.0030678854186471,71.80681227566845,0.0,0.2142821274108089,0.2263080172692967,2103336.328868313,2103414.3016632767,2143229.881992465,2143285.5768460105,39897.55312415166,2,0.0,508373,True
