dataset,variant,trait,target,n_pairs_dropped,dfbeta_sem,dfbeta_vis,beta_sem_full,beta_vis_full,z_sem,z_vis
us,midpoint,critical,0,12700,0.0013129716719219933,-0.00036032124607630195,0.007814010062649,-0.01930778653227469,0.3804267074393581,-0.1420443908926819
us,midpoint,critical,1,12331,0.001277673488466106,0.0003124038208082158,0.007814010062649,-0.01930778653227469,0.37030871653236,0.1525569735336915
us,midpoint,critical,2,10840,0.0011629396585923178,-0.001361749244871098,0.007814010062649,-0.01930778653227469,0.33742102278350694,-0.5805921265761569
us,midpoint,critical,3,12527,-0.0016600138753495274,0.0011290681404215498,0.007814010062649,-0.01930778653227469,-0.4717599432284365,0.5101925585292549
us,midpoint,critical,4,8254,0.0010637800843717703,-0.0004894722008559269,0.007814010062649,-0.01930778653227469,0.3089975864455114,-0.19860248478273432
us,midpoint,critical,5,8742,-0.000974353676881921,-0.002153090719392098,0.007814010062649,-0.01930778653227469,-0.27521998071009196,-0.9271382709033231
us,midpoint,critical,6,12730,-0.0027747358068129727,0.0015512671531376955,0.007814010062649,-0.01930778653227469,-0.7912876146870458,0.6950829562985353
us,midpoint,critical,7,12635,-0.0004929579322200603,-0.0006820835486956237,0.007814010062649,-0.01930778653227469,-0.13723107334200202,-0.2829513052308331
us,midpoint,critical,8,12218,-0.0003061501992457777,-0.0016056460733637166,0.007814010062649,-0.01930778653227469,-0.08368387179966688,-0.6874000069275591
us,midpoint,critical,9,11267,0.0007053974209437755,0.001068608933019001,0.007814010062649,-0.01930778653227469,0.2062695654888008,0.4837161183463213
us,midpoint,critical,10,12603,4.638597948736917e-06,-0.0004358197836826991,0.007814010062649,-0.01930778653227469,0.005401682077086389,-0.1751068903979346
us,midpoint,critical,11,12240,0.00012872922346129998,0.0004934006454270778,0.007814010062649,-0.01930778653227469,0.04097143943156598,0.23181953429495294
us,midpoint,critical,12,11989,0.00042518574924257663,0.0017899324431047553,0.007814010062649,-0.01930778653227469,0.12594874246824428,0.799599828831816
us,midpoint,critical,13,12279,-0.002950860383070403,-0.0037060619513581815,0.007814010062649,-0.01930778653227469,-0.8417725599902113,-1.6072191336113149
us,midpoint,critical,14,10615,-0.0019645639341393448,-0.0034531324599663717,0.007814010062649,-0.01930778653227469,-0.5590572039900851,-1.496455647997827
us,midpoint,critical,15,7973,0.006978381544979413,-0.0033771051111007033,0.007814010062649,-0.01930778653227469,2.0043789896198008,-1.4631615702057317
us,midpoint,critical,16,11527,-0.0009015966188485984,0.0011081459007666918,0.007814010062649,-0.01930778653227469,-0.254364651071923,0.5010302414808925
us,midpoint,critical,17,10076,0.00036967747478004916,-0.003304937933023843,0.007814010062649,-0.01930778653227469,0.11003766259704105,-1.4315579476044442
us,midpoint,critical,18,9195,-0.00260543283377526,0.00796208226057888,0.007814010062649,-0.01930778653227469,-0.7427580368444895,3.502522385431016
us,midpoint,critical,19,11349,-0.0021187767358878846,0.0026928318272009637,0.007814010062649,-0.01930778653227469,-0.6032612840041284,1.194999678768041
us,midpoint,critical,20,12535,-0.004469839465266204,0.003006106757413609,0.007814010062649,-0.01930778653227469,-1.277177870883456,1.3321897827560425
us,midpoint,critical,21,12429,0.001246456987333393,0.0007821912705057721,0.007814010062649,-0.01930778653227469,0.3613607128764833,0.3582874130314136
