"label","fit","level","n","secs","conv_code","conv_msg","pdHess","max_abs_grad","hess_cond","logLik","AIC","npar","sigma","sem","sem_se","sem_z","sem_p","vis","vis_se","vis_z","vis_p","fam_sd","warnings","int_lrt_chisq","int_lrt_df","int_lrt_p"
"fam_us_competent","selected","L1",454525,838.776964664459,0,"relative convergence (4)",TRUE,0.560550049622391,64648.3134312247,-751581.85514339,1503261.71028678,49,1.25668334993667,-0.000153336891584179,0.00410160727734373,-0.0373845863867011,0.970178362361539,-0.00707444920819137,0.0028761205741172,-2.45971927319591,0.0139045729819161,1.97147276697518,"",6.20054830331355,2,0.0450368537728599
"fam_us_competent","nointer","L1",454525,758.593343019485,0,"relative convergence (4)",TRUE,1.57713526832741,63557.1464912923,-751584.955417541,1503263.91083508,47,1.25667765674047,NA,NA,NA,NA,NA,NA,NA,NA,1.97147276697518,"",NA,NA,NA
"fam_us_competent","L0","L0",454525,3036.76297974586,0,"relative convergence (4)",FALSE,0.0593691771070037,NA,NA,NA,71,1.25661692209736,-0.00124173420720371,0.00465493749145225,-0.266756365576097,0.789656752360648,-0.00662824022252818,0.00355836215396205,-1.86272221200081,0.0625013591399873,1.97147276697518,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,NA,NA
