"label","fit","level","n","secs","conv_code","conv_msg","pdHess","max_abs_grad","hess_cond","logLik","AIC","npar","sigma","sem","sem_se","sem_z","sem_p","vis","vis_se","vis_z","vis_p","fam_sd","warnings","int_lrt_chisq","int_lrt_df","int_lrt_p"
"fam_cn_feminine","selected","L0",373388,1089.90013599396,0,"relative convergence (4)",TRUE,0.34725651086352,350162.776322927,-703988.494879275,1408118.98975855,71,1.58217432178801,0.0353417163629992,0.0377760733903525,0.935558230147472,0.349500689119725,0.0412312235593716,0.0279925342322587,1.47293643431028,0.140768176634288,1.53594292837642,"",4.41532970406115,2,0.109957115089296
"fam_cn_feminine","nointer","L0",373388,940.208157777786,0,"relative convergence (4)",TRUE,0.710801889830951,354029.462321065,-703990.702544127,1408119.40508825,69,1.58217437470017,NA,NA,NA,NA,NA,NA,NA,NA,1.53594292837642,"",NA,NA,NA
