"label","fit","level","n","secs","conv_code","conv_msg","pdHess","max_abs_grad","hess_cond","logLik","AIC","npar","sigma","sem","sem_se","sem_z","sem_p","vis","vis_se","vis_z","vis_p","fam_sd","warnings","int_lrt_chisq","int_lrt_df","int_lrt_p"
"fam_cn_traitspace","selected","L0",389137,1228.98786473274,0,"relative convergence (4)",TRUE,0.185188723964861,147774.705298071,-766944.309689132,1534030.61937826,71,1.71964701801567,0.0535780198271361,0.0197972332137941,2.70633877211713,0.00680296072183499,0.0282932539074715,0.0158072583501397,1.78989001639373,0.0734715941264978,1.53973362266079,"",16.4695926990826,2,0.000265260989781547
"fam_cn_traitspace","nointer","L0",389137,1065.93737530708,0,"relative convergence (4)",TRUE,0.73643974306908,132436.352338872,-766952.544485482,1534043.08897096,69,1.71963681742356,NA,NA,NA,NA,NA,NA,NA,NA,1.53973362266079,"",NA,NA,NA
