"label","fit","level","n","secs","conv_code","conv_msg","pdHess","max_abs_grad","hess_cond","logLik","AIC","npar","sigma","sem","sem_se","sem_z","sem_p","vis","vis_se","vis_z","vis_p","fam_sd","warnings","int_lrt_chisq","int_lrt_df","int_lrt_p"
"fam_cn_competent","selected","L0",374705,1268.1588973999,0,"relative convergence (4)",TRUE,1.25672876911143,12964795.4175818,-574391.749281738,1148925.49856348,71,1.11129324299055,0.044146447854142,0.0094468481719035,4.67314040099013,2.96628840210546e-06,-0.00614554202321435,0.00682490938081716,-0.900457673546214,0.36787674049731,1.53715716985646,"",20.2655132608488,2,3.97557278486138e-05
"fam_cn_competent","nointer","L0",374705,990.292580366135,0,"relative convergence (4)",TRUE,0.509806548242663,1402167.52399208,-574401.882038368,1148941.76407674,69,1.11128222774997,NA,NA,NA,NA,NA,NA,NA,NA,1.53715716985646,"",NA,NA,NA
