"label","fit","level","n","secs","conv_code","conv_msg","pdHess","max_abs_grad","hess_cond","logLik","AIC","npar","sigma","sem","sem_se","sem_z","sem_p","vis","vis_se","vis_z","vis_p","fam_sd","warnings","int_lrt_chisq","int_lrt_df","int_lrt_p"
"fam_us_feminine","selected","L0",433689,1192.88421964645,0,"relative convergence (4)",TRUE,3.37689548566671,2472425.84048923,-867336.628420209,1734815.25684042,71,1.77570374962212,0.0222858436256052,0.0305807327262628,0.728754403143063,0.466151907747025,0.00885445137302976,0.0343354783229768,0.25788053073676,0.79649911100975,1.96659247279709,"",0.650779020274058,2,0.722245976716688
"fam_us_feminine","nointer","L0",433689,1031.91423368454,0,"relative convergence (4)",TRUE,0.54087400207116,2420408.04008571,-867336.953809719,1734811.90761944,69,1.77569601861665,NA,NA,NA,NA,NA,NA,NA,NA,1.96659247279709,"",NA,NA,NA
