"label","fit","level","n","secs","conv_code","conv_msg","pdHess","max_abs_grad","hess_cond","logLik","AIC","npar","sigma","sem","sem_se","sem_z","sem_p","vis","vis_se","vis_z","vis_p","fam_sd","warnings","int_lrt_chisq","int_lrt_df","int_lrt_p"
"fam_cn_attractive","selected","L0",381419,1176.03865528107,0,"relative convergence (4)",TRUE,0.917320932879274,303797.04588317,-646254.660330256,1292651.32066051,71,1.30525511388553,-0.00660424203219052,0.0105542372258744,-0.625743186442673,0.531483401841482,-0.00278537499068433,0.0111601685932671,-0.249581802228753,0.802910773020669,1.54098733148209,"",0.594325232552364,2,0.742923191135625
"fam_cn_attractive","nointer","L0",381419,1040.83774709702,0,"relative convergence (4)",TRUE,0.291873622290001,303583.453999081,-646254.957492872,1292647.91498574,69,1.30525605919031,NA,NA,NA,NA,NA,NA,NA,NA,1.54098733148209,"",NA,NA,NA
