dataset,split,n_celebrities,n_traits,sem_model,vis_model,sem_dissim_z_beta,sem_dissim_z_se,sem_dissim_z_t,sem_dissim_z_p,sem_dissim_z_ci_lower,sem_dissim_z_ci_upper,vis_dissim_z_beta,vis_dissim_z_se,vis_dissim_z_t,vis_dissim_z_p,vis_dissim_z_ci_lower,vis_dissim_z_ci_upper,AIC,BIC,AIC_null,BIC_null,lr_stat,lr_df,lr_p,n_obs,converged
cn,all,50,8,GPT_first_substantive_large_cosine,VGGFace2_cosine,0.439959902431775,0.0042770547228315,102.86515626821615,0.0,0.4315770292151183,0.4483427756484317,0.8121431057288172,0.0033710962482272,240.91365120645648,0.0,0.8055358784938736,0.8187503329637608,1582769.4127368156,1582845.760013932,1685774.139374894,1685828.6731442627,103008.72663807846,2,0.0,403025,True
