dataset,variant,trait,target,n_pairs_dropped,dfbeta_sem,dfbeta_vis,beta_sem_full,beta_vis_full,z_sem,z_vis
cn,midpoint,warm,12,10722,-0.0031386736705949214,0.010101859177934724,-0.015632257798279852,-0.004819556847563992,-0.7995832968507863,2.9833737433311227
cn,midpoint,warm,13,7216,0.005700510627972923,-0.0022326905192145557,-0.015632257798279852,-0.004819556847563992,1.4554867981892066,-0.6689230105908954
cn,midpoint,warm,14,10982,-0.0017862440760342147,0.00047295378852292395,-0.015632257798279852,-0.004819556847563992,-0.4545487969099881,0.1322262948191785
cn,midpoint,warm,15,9537,-0.004000673992953244,0.003258206196541444,-0.015632257798279852,-0.004819556847563992,-1.0194985156317817,0.9569477948679866
cn,midpoint,warm,16,6831,-0.003373004977967709,-0.0022841871850143433,-0.015632257798279852,-0.004819556847563992,-0.8593663611855369,-0.6841713260913664
cn,midpoint,warm,17,7164,0.000543518414673174,-0.0011083264957133928,-0.015632257798279852,-0.004819556847563992,0.13982479502782874,-0.33599548797455864
cn,midpoint,warm,18,11762,-0.002619805459529695,0.0009612649098971245,-0.015632257798279852,-0.004819556847563992,-0.6672086176363624,0.27681666635995716
cn,midpoint,warm,19,11554,0.0008730200271224904,-0.000804062299520911,-0.015632257798279852,-0.004819556847563992,0.22388789490258781,-0.24590195692775235
cn,midpoint,warm,20,11109,0.002015063373751052,0.0021746113806807004,-0.015632257798279852,-0.004819556847563992,0.5152482412004623,0.6360921555697323
cn,midpoint,warm,21,11130,0.0034388654018077565,0.0014364175335259029,-0.015632257798279852,-0.004819556847563992,0.8784914168460011,0.41751076768560164
cn,midpoint,warm,22,10487,-0.0004980170340817651,0.00030097621873432893,-0.015632257798279852,-0.004819556847563992,-0.12589377855049033,0.08130322625904693
cn,midpoint,warm,23,11353,0.00047929187833632356,-0.0039085497656617405,-0.015632257798279852,-0.004819556847563992,0.12343919467048609,-1.1651499046496105
cn,midpoint,warm,24,10963,-0.007293005008141897,0.006845734156999461,-0.015632257798279852,-0.004819556847563992,-1.8594444840089233,2.0192254658245155
cn,midpoint,warm,25,10674,0.004360849034794119,-0.002289326995915749,-0.015632257798279852,-0.004819556847563992,1.1137096958902273,-0.6856932393457527
cn,midpoint,warm,26,8537,-0.0021001515906795692,0.0049955366850449965,-0.015632257798279852,-0.004819556847563992,-0.5346334998615672,1.471376506044834
cn,midpoint,warm,27,11075,-0.0032255362377213506,0.003138215250811132,-0.015632257798279852,-0.004819556847563992,-0.8217438459341392,0.9214181199020544
cn,midpoint,warm,28,9867,-0.010765844715893898,0.00022932215807621153,-0.015632257798279852,-0.004819556847563992,-2.745442185299964,0.06008624634712869
cn,midpoint,warm,29,11437,-0.0022005740429674563,-0.001011931171888044,-0.015632257798279852,-0.004819556847563992,-0.5602534735351206,-0.3074525466475678
cn,midpoint,warm,30,8816,-0.003908216167734565,-0.0030187788822664307,-0.015632257798279852,-0.004819556847563992,-0.9959104932916594,-0.9016861067040659
cn,midpoint,warm,31,10938,0.004294425573780611,-0.007971369585377145,-0.015632257798279852,-0.004819556847563992,1.0967636117855113,-2.3681629050144366
cn,midpoint,warm,32,10092,0.010149357920704254,-0.00821141150042196,-0.015632257798279852,-0.004819556847563992,2.590485475483847,-2.4392400281076307
cn,midpoint,warm,33,11183,0.0029813523632191315,0.001048168004952204,-0.015632257798279852,-0.004819556847563992,0.761769789989635,0.3025489305907948
cn,midpoint,warm,34,11045,0.0022838024296590216,-0.0030355999394847625,-0.015632257798279852,-0.004819556847563992,0.5838094780609194,-0.9066668716435633
cn,midpoint,warm,35,11355,0.0018034234283297382,0.0021024537790140614,-0.015632257798279852,-0.004819556847563992,0.46125424178664437,0.6147260756715117
cn,midpoint,warm,36,11499,-0.00025864317767046625,0.002261463848812496,-0.015632257798279852,-0.004819556847563992,-0.06482424918057116,0.6618094290184083
cn,midpoint,warm,37,11155,-0.005063139238572163,-0.001268112022125835,-0.015632257798279852,-0.004819556847563992,-1.290556740178898,-0.38330845632513894
cn,midpoint,warm,38,10699,7.850501880040522e-05,0.0035399299196859357,-0.015632257798279852,-0.004819556847563992,0.02118966225934709,1.0403670249823422
cn,midpoint,warm,39,9863,-7.470446688688688e-05,0.004131047512400298,-0.015632257798279852,-0.004819556847563992,-0.01789744326755646,1.2153986976469577
cn,midpoint,warm,40,11344,0.0026263974350677205,-0.0021447276313499276,-0.015632257798279852,-0.004819556847563992,0.6712129901171616,-0.6428769385654336
cn,midpoint,warm,41,10741,0.007155051954747502,-0.0031494776490192606,-0.015632257798279852,-0.004819556847563992,1.8265722442230223,-0.9403863992379146
cn,midpoint,warm,42,11232,0.0023633299033955155,-0.000731040008597382,-0.015632257798279852,-0.004819556847563992,0.6040986836821104,-0.22427983997559536
cn,midpoint,warm,43,11037,-0.005044754663311942,0.0018984177707558015,-0.015632257798279852,-0.004819556847563992,-1.285866431155015,0.5543104083839514
cn,midpoint,warm,44,11660,-0.004240249231616746,0.004402944058994385,-0.015632257798279852,-0.004819556847563992,-1.0806194220382324,1.2959080716338895
cn,midpoint,warm,45,11478,0.0016467395123081902,0.0002498223368599039,-0.015632257798279852,-0.004819556847563992,0.4212807327546855,0.06615641009569302
cn,midpoint,warm,46,9916,0.0015855122381566757,-0.0006854946483902244,-0.015632257798279852,-0.004819556847563992,0.40566031006904624,-0.21079372371475966
cn,midpoint,warm,47,10263,0.0018037942091176824,-0.0007915650139873756,-0.015632257798279852,-0.004819556847563992,0.46134883611101474,-0.2422014736099449
cn,midpoint,warm,48,11016,0.006223597669927687,-0.0021529098564417658,-0.015632257798279852,-0.004819556847563992,1.588937793843437,-0.6452997196864734
cn,midpoint,warm,49,11335,-0.00537149815143427,0.0007950178721884953,-0.015632257798279852,-0.004819556847563992,-1.3692258729230864,0.22759042534746945
cn,midpoint,critical,0,7606,0.003962605670824324,0.00300563815338295,0.021526983301875968,-0.0014001698045132025,0.6945487821270487,0.766599329965217
cn,midpoint,critical,1,11674,-0.00434372437446744,0.0025889015146004614,0.021526983301875968,-0.0014001698045132025,-0.7378302578970287,0.6589610775213065
cn,midpoint,critical,2,9435,-0.007226010741992039,0.0016139348421946177,0.021526983301875968,-0.0014001698045132025,-1.234864033063418,0.40713846572644163
cn,midpoint,critical,3,11192,-7.3872728056888215e-06,-0.002347271258432643,0.021526983301875968,-0.0014001698045132025,0.009946237983935858,-0.615995241660919
cn,midpoint,critical,4,11407,0.0029820161889622283,0.0020327926318044207,0.021526983301875968,-0.0014001698045132025,0.5254517425164587,0.5153245868888048
cn,midpoint,critical,5,9925,0.0021737718162267716,0.003186053377562421,0.021526983301875968,-0.0014001698045132025,0.38607462983118834,0.8131984950918771
cn,midpoint,critical,6,8067,0.0023164357141719216,-0.0022651080823090637,0.021526983301875968,-0.0014001698045132025,0.41067620189376214,-0.5947734438391074
cn,midpoint,critical,7,10238,0.004682379221175353,-0.0008054719259958076,0.021526983301875968,-0.0014001698045132025,0.8186696082277306,-0.2177663116404225
cn,midpoint,critical,8,10310,-0.015284565058948665,0.0061746841554386625,0.021526983301875968,-0.0014001698045132025,-2.6245155679247163,1.5851272486339587
cn,midpoint,critical,9,9619,-0.0009274852477409168,-0.003082765537710157,0.021526983301875968,-0.0014001698045132025,-0.14871938773519322,-0.8059649048400798
cn,midpoint,critical,10,11492,0.0006752029240533128,0.007540691800588575,0.021526983301875968,-0.0014001698045132025,0.1276550077505482,1.9379512196160278
cn,midpoint,critical,11,11192,0.0010855291307456001,-0.002320171409234217,0.021526983301875968,-0.0014001698045132025,0.19841341186329672,-0.6089956641394076
cn,midpoint,critical,12,10672,-0.0029719117269455496,0.006733209804496678,0.021526983301875968,-0.0014001698045132025,-0.5012690241829796,1.7293879620316206
cn,midpoint,critical,13,7149,0.0018916221239176634,-0.0031619021104259785,0.021526983301875968,-0.0014001698045132025,0.3374195314653476,-0.8264049660173678
cn,midpoint,critical,14,10872,0.0010279964092931547,-0.0021333245463199166,0.021526983301875968,-0.0014001698045132025,0.18849222357982157,-0.5607352811371361
cn,midpoint,critical,15,9542,-0.0018042985713975987,-0.000956242758674916,0.021526983301875968,-0.0014001698045132025,-0.2999208232634589,-0.25670867340756925
cn,midpoint,critical,16,6767,-0.017909368124010554,-0.006657566978864737,0.021526983301875968,-0.0014001698045132025,-3.077147822372239,-1.7292947591193095
cn,midpoint,critical,17,7204,0.005194275205687313,-0.001367143182723877,0.021526983301875968,-0.0014001698045132025,0.9069431387627993,-0.36283949910676233
cn,midpoint,critical,18,11755,-0.0019782345141923126,0.0020267796295183093,0.021526983301875968,-0.0014001698045132025,-0.3299150803429973,0.5137714979645643
cn,midpoint,critical,19,11586,-0.0001017478922175144,0.0005237726401099501,0.021526983301875968,-0.0014001698045132025,-0.006325710362951733,0.1255621813478446
cn,midpoint,critical,20,11137,0.008313524495831347,-0.003335051542547218,0.021526983301875968,-0.0014001698045132025,1.4448398126789583,-0.8711274611155571
cn,midpoint,critical,21,11054,0.004190128383450446,-0.0027958990919581634,0.021526983301875968,-0.0014001698045132025,0.7337837707342986,-0.7318706207479706
cn,midpoint,critical,22,10505,0.0059077680571265005,-0.0021824328625858133,0.021526983301875968,-0.0014001698045132025,1.0299808943101842,-0.5734193910794897
cn,midpoint,critical,23,11243,0.0017793592972183796,0.0001416530619882039,0.021526983301875968,-0.0014001698045132025,0.31806045001046884,0.026865115177243798
cn,midpoint,critical,24,10951,-0.0018351733106182558,0.0021217600167523316,0.021526983301875968,-0.0014001698045132025,-0.3052449952003718,0.5383038331299687
cn,midpoint,critical,25,10707,-0.0007531511266254294,-0.005002433330082403,0.021526983301875968,-0.0014001698045132025,-0.11865646708488913,-1.3017928863861328
cn,midpoint,critical,26,8590,-0.00047978275382645416,0.0013187906871038153,0.021526983301875968,-0.0014001698045132025,-0.0715156569716803,0.3309061450794687
cn,midpoint,critical,27,11011,-0.002520279817812169,0.003422429064065728,0.021526983301875968,-0.0014001698045132025,-0.42338768827153256,0.8742516002130838
cn,midpoint,critical,28,9937,-0.008777209514444644,0.002605895803052838,0.021526983301875968,-0.0014001698045132025,-1.502359376549272,0.6633505056164357
cn,midpoint,critical,29,11344,-0.0006026197083663885,-0.0031425971123019546,0.021526983301875968,-0.0014001698045132025,-0.09269818620709454,-0.821418708347359
cn,midpoint,critical,30,8748,-0.0036087643513715156,-0.001347748344171564,0.021526983301875968,-0.0014001698045132025,-0.6110906115552687,-0.3578300366935178
cn,midpoint,critical,31,10956,0.0033577908079346387,-0.00450108474355485,0.021526983301875968,-0.0014001698045132025,0.590251923228542,-1.172300346741169
cn,midpoint,critical,32,10117,0.019288511972821994,-0.013571634065675546,0.021526983301875968,-0.0014001698045132025,3.3374135414918196,-3.515118296686187
cn,midpoint,critical,33,11218,0.005578150242085501,-0.00322680559087546,0.021526983301875968,-0.0014001698045132025,0.9731401900630805,-0.8431687841292569
cn,midpoint,critical,34,11049,0.002655201988439139,0.0011645498838045957,0.021526983301875968,-0.0014001698045132025,0.46909450553466514,0.2910675300462983
cn,midpoint,critical,35,11383,0.002701783195508352,0.003207458956193612,0.021526983301875968,-0.0014001698045132025,0.4771271678898989,0.8187273084046292
cn,midpoint,critical,36,11532,0.0030349401666902726,-0.0008156500510469307,0.021526983301875968,-0.0014001698045132025,0.5345781793422287,-0.22039520358728656
cn,midpoint,critical,37,11089,-0.006377515720251494,-0.0021934914510056934,0.021526983301875968,-0.0014001698045132025,-1.0885459265014437,-0.5762756965281538
cn,midpoint,critical,38,10718,-0.005676069833146346,0.00520297785750547,0.021526983301875968,-0.0014001698045132025,-0.9675856009518924,1.3341467538451104
cn,midpoint,critical,39,9913,0.0020952447422695475,0.0010390420543096304,0.021526983301875968,-0.0014001698045132025,0.37253308570792,0.25865030972620684
cn,midpoint,critical,40,11414,-0.0023400687921244154,0.0011720271397686725,0.021526983301875968,-0.0014001698045132025,-0.39231132908897226,0.2929988187551587
cn,midpoint,critical,41,10605,0.0023901230512166326,-0.0022774159033430294,0.021526983301875968,-0.0014001698045132025,0.4233831611070986,-0.5979524116192356
cn,midpoint,critical,42,11102,-0.006555561962208592,0.005988272041302251,0.021526983301875968,-0.0014001698045132025,-1.1192489811289152,1.5369791562112742
cn,midpoint,critical,43,11057,-0.001692693479577869,5.206036533651499e-05,0.021526983301875968,-0.0014001698045132025,-0.2806751644212418,0.003724358157416336
