dataset,variant,trait,target,n_pairs_dropped,dfbeta_sem,dfbeta_vis,beta_sem_full,beta_vis_full,z_sem,z_vis
cn,midpoint,critical,44,11701,-0.007320946321017582,0.007046705320411748,0.021526983301875968,-0.0014001698045132025,-1.2512351299024869,1.810360226866997
cn,midpoint,critical,45,11673,-0.0006083825698892376,0.0038443515229902823,0.021526983301875968,-0.0014001698045132025,-0.09369195866868474,0.9832292900033508
cn,midpoint,critical,46,9926,-0.00044510916895274324,0.0026268077772357073,0.021526983301875968,-0.0014001698045132025,-0.06553639586060139,0.6687518266108469
cn,midpoint,critical,47,10190,0.002731807289739263,-0.0023758782963403547,0.021526983301875968,-0.0014001698045132025,0.48230465097058167,-0.6233841085889117
cn,midpoint,critical,48,10998,0.007335690797604174,-0.0020950287564003543,0.021526983301875968,-0.0014001698045132025,1.2762179921718688,-0.5508439216566171
cn,midpoint,critical,49,11284,0.0015429402198878436,-0.0005390717328502653,0.021526983301875968,-0.0014001698045132025,0.27729133426577945,-0.14895822381622498
cn,midpoint,competent,0,7492,0.0016814672797793445,-0.0032452729305421507,-0.07420889536675558,0.01894705880010612,0.44216763277598725,-0.8963930419584595
cn,midpoint,competent,1,11531,0.0015628416609172885,-0.004056395463947267,-0.07420889536675558,0.01894705880010612,0.41223962645284007,-1.120151725153726
cn,midpoint,competent,2,9175,-0.002224100358392711,0.009040400869796222,-0.07420889536675558,0.01894705880010612,-0.5431663456002458,2.4927696042693643
cn,midpoint,competent,3,10972,-0.0037615542982843975,0.0016444426974072876,-0.07420889536675558,0.01894705880010612,-0.9310499383352365,0.45249850654303453
cn,midpoint,competent,4,11291,-0.007387784367872491,-0.004714057675713194,-0.07420889536675558,0.01894705880010612,-1.8459099617675983,-1.3015763859559089
