dataset,variant,trait,n_rec,n_unrec,sigma_rec,sigma_unrec,sigma_ratio,sd_ppt_rec,sd_ppt_unrec,sd_t1_rec,sd_t1_unrec,bf_F,bf_p,lrt_stat,lrt_p,varIdent_ratio
cn,midpoint,feminine,228260,27434,1.8227283332148685,1.7560853250229038,1.0379497551983106,0.24071313519208407,0.3498128336570544,0.7658897889644307,0.5429756182425653,26.468909720343195,2.680110893956028e-07,143.42980853887275,4.73430552296079e-33,0.9464225281089838
