dataset,split,n_celebrities,n_traits,sem_model,vis_model,sem_dissim_z_beta,sem_dissim_z_se,sem_dissim_z_t,sem_dissim_z_p,sem_dissim_z_ci_lower,sem_dissim_z_ci_upper,vis_dissim_z_beta,vis_dissim_z_se,vis_dissim_z_t,vis_dissim_z_p,vis_dissim_z_ci_lower,vis_dissim_z_ci_upper,fam_dissim_z_beta,fam_dissim_z_se,fam_dissim_z_t,fam_dissim_z_p,fam_dissim_z_ci_lower,fam_dissim_z_ci_upper,fam_mean_z_beta,fam_mean_z_se,fam_mean_z_t,fam_mean_z_p,fam_mean_z_ci_lower,fam_mean_z_ci_upper,sem_dissim_z_X_fam_mean_z_beta,sem_dissim_z_X_fam_mean_z_se,sem_dissim_z_X_fam_mean_z_t,sem_dissim_z_X_fam_mean_z_p,sem_dissim_z_X_fam_mean_z_ci_lower,sem_dissim_z_X_fam_mean_z_ci_upper,vis_dissim_z_X_fam_mean_z_beta,vis_dissim_z_X_fam_mean_z_se,vis_dissim_z_X_fam_mean_z_t,vis_dissim_z_X_fam_mean_z_p,vis_dissim_z_X_fam_mean_z_ci_lower,vis_dissim_z_X_fam_mean_z_ci_upper,AIC,BIC,AIC_null,BIC_null,lr_stat,lr_df,lr_p,n_obs,converged
cn,all,50,8,GPT_first_substantive_large_cosine,VGGFace2_cosine,0.4169966276298407,0.0043108715655935,96.73139672219126,0.0,0.4085474746192996,0.4254457806403818,0.8027247175538109,0.0033905322805453,236.75477805057423,0.0,0.7960793963955217,0.8093700387121001,0.2868416543663543,0.0031779340527399,90.26041749325884,0.0,0.2806130180777405,0.293070290654968,0.087178381527959,0.0040337437264234,21.612275702318158,1.585534296948451e-103,0.0792723891013047,0.0950843739546133,-0.0488047100804664,0.0031122687914541,-15.681393012864888,2.1085848513139694e-55,-0.0549046448219245,-0.0427047753390083,0.0884370139332588,0.0029655881233772,29.82107098289309,3.4650606376608954e-195,0.0826245680184595,0.094249459848058,1518924.9086482793,1519044.4972024818,1685774.139374894,1685828.6731442627,166861.23072661483,6,0.0,403025,True
